"imgName","lat","lng","dataTime","remark","uploader","marker","checker","label","createdAt","updatedAt","sidewalk","protective","wheelchair","occupation","walkRisk","riskRate","purpose","imgUrl","_id","rankA1","rankB1","rankC1"
971,22.9859034983802,120.203422307968,"2023-01-06T00:38:00.000Z",,"63b551dd181b96bb5de01cec",,,,"2023-01-06T00:39:14.355Z","2023-01-06T00:39:14.355Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）|私人佔用（臨時停車）","有機車行駛","總是如此(100%~95%)","親子活動|通學|工作|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b76db2181b96cebae038a7.jpg","63b76db2181b96cebae038a7",5,-2,1.6
972,22.9860812838447,120.202757120132,"2023-01-06T00:39:00.000Z",,"63b551dd181b96bb5de01cec",,,,"2023-01-06T00:39:53.222Z","2023-01-06T00:39:53.222Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）|私人佔用（臨時停車）","有機車行駛","總是如此(100%~95%)","親子活動|通學|工作|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b76dd9181b96e3d6e038b2.jpg","63b76dd9181b96e3d6e038b2",5,-2,1.6
973,22.9860812838447,120.202660560608,"2023-01-06T00:40:00.000Z",,"63b551dd181b96bb5de01cec",,,,"2023-01-06T00:40:35.137Z","2023-01-06T00:40:35.137Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）","有機車行駛","總是如此(100%~95%)","親子活動|通學|工作|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b76e03181b964542e038bd.jpg","63b76e03181b964542e038bd",5,-3,2
974,22.9861257301742,120.202429890633,"2023-01-06T00:40:00.000Z",,"63b551dd181b96bb5de01cec",,,,"2023-01-06T00:41:14.851Z","2023-01-06T00:41:14.851Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（臨時停車）|私人佔用（商家、住家）","有汽車行駛","總是如此(100%~95%)","親子活動|通學|工作|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b76e2a181b962dbae038c8.jpg","63b76e2a181b962dbae038c8",2.6,-6,0
975,22.9851240631569,120.198430350851,"2023-01-06T00:58:00.000Z",,"63b551dd181b96bb5de01cec",,,,"2023-01-06T00:59:22.636Z","2023-01-06T00:59:22.636Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）","無車輛行駛","總是如此(100%~95%)","通學|工作|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b7726a181b96d8e8e03951.jpg","63b7726a181b96d8e8e03951",8.6,3,5
976,22.985072252608,120.201863825288,"2023-01-06T01:03:00.000Z",,"63b551dd181b96bb5de01cec",,,,"2023-01-06T01:04:04.385Z","2023-01-06T01:04:04.385Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（臨時停車）|私人佔用（商家、住家）","有汽車行駛","總是如此(100%~95%)","通學|工作|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b77384181b965006e0395c.jpg","63b77384181b965006e0395c",2.6,-6,0
977,22.9845969593139,120.20366641222,"2023-01-06T01:06:00.000Z",,"63b551dd181b96bb5de01cec",,,,"2023-01-06T01:06:28.230Z","2023-01-06T01:06:28.230Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（臨時停車）|私人佔用（商家、住家）","有汽車行駛","總是如此(100%~95%)","通學|工作|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b77414181b9666d4e03972.jpg","63b77414181b9666d4e03972",2.6,-6,0
978,24.9548911735413,121.295054554939,"2023-01-06T00:55:00.000Z",,"63a8f42e4ee1acb112632782",,,,"2023-01-06T01:07:20.345Z","2023-01-06T01:07:20.345Z","有設置人行道或騎樓","標線人行道(無實體分隔)","輪椅可以通行（寬於100公分）","無佔用或阻礙","無車輛行駛","總是如此(100%~95%)","其他","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b77448181b969c5de0397d.jpg","63b77448181b969c5de0397d",8.8,6,2
979,22.9847287213437,120.204059982749,"2023-01-06T01:06:00.000Z",,"63b551dd181b96bb5de01cec",,,,"2023-01-06T01:07:22.749Z","2023-01-06T01:07:22.749Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","私人佔用（商家、住家）","無車輛行駛","總是如此(100%~95%)","親子活動|通學|工作|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b7744a181b9643e8e03988.jpg","63b7744a181b9643e8e03988",6,-10,0
980,24.9548717191509,121.295145750046,"2023-01-06T00:55:00.000Z",,"63a8f42e4ee1acb112632782",,,,"2023-01-06T01:07:58.436Z","2023-01-06T01:07:58.436Z","有設置人行道或騎樓","標線人行道(無實體分隔)","輪椅可以通行（寬於100公分）","無佔用或阻礙","無車輛行駛","通常如此(94~80%)","其他","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b7746e181b96605de0399e.jpg","63b7746e181b96605de0399e",8.8,6,2
981,22.9845381384854,120.204878675896,"2023-01-06T01:07:00.000Z",,"63b551dd181b96bb5de01cec",,,,"2023-01-06T01:08:11.158Z","2023-01-06T01:08:11.158Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","私人佔用（商家、住家）","無車輛行駛","總是如此(100%~95%)","親子活動|通學|工作|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b7747b181b962393e039a9.jpg","63b7747b181b962393e039a9",6,-10,0
982,24.95545048595,121.295033097267,"2023-01-06T00:56:00.000Z",,"63a8f42e4ee1acb112632782","63b1b6ca181b964797dff08a",,"符合規定","2023-01-06T01:08:48.616Z","2023-01-18T06:56:40.124Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","有汽車行駛","通常如此(94~80%)","其他","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b774a0181b96ffd3e039b4.jpg","63b774a0181b96ffd3e039b4",0,-10,0
983,24.9560632948895,121.294748783112,"2023-01-06T00:58:00.000Z",,"63a8f42e4ee1acb112632782",,,,"2023-01-06T01:09:30.944Z","2023-01-06T01:09:30.944Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","有汽車行駛","總是如此(100%~95%)","其他","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b774ca181b96012de039bf.jpg","63b774ca181b96012de039bf",0,-10,0
984,24.957016547177,121.299024224281,"2022-12-29T07:53:00.000Z",,"63a8f42e4ee1acb112632782","63acec774ee1ac170d632839",,"符合規定","2023-01-06T01:11:39.508Z","2023-01-17T00:31:20.429Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（臨時停車）","有汽車行駛","通常如此(94~80%)","通學|其他","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b7754b181b9652ebe039d5.jpg","63b7754b181b9652ebe039d5",2.8,-6,0
985,25.1510253,121.772327899722,"2023-01-06T01:25:00.000Z",,"63b4ffea181b964338e01372",,,,"2023-01-06T01:27:11.118Z","2023-01-06T01:27:11.118Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","有汽車行駛","總是如此(100%~95%)","通學|工作|採購食物|採購日用","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b778ef181b9648e7e03a19.jpg","63b778ef181b9648e7e03a19",0,-10,0
986,25.150936,121.7724326,"2023-01-06T01:25:00.000Z",,"63b4ffea181b964338e01372",,,,"2023-01-06T01:27:50.236Z","2023-01-06T01:27:50.236Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","有汽車行駛","總是如此(100%~95%)","通學|工作|採購日用|採購食物","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b77916181b96b5ffe03a23.jpg","63b77916181b96b5ffe03a23",0,-10,0
987,23.6995722222222,120.531897222222,"2023-01-06T01:40:00.000Z",,"63b7828b181b9684bce03a66",,,,"2023-01-06T02:10:07.463Z","2023-01-06T02:10:07.463Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）","有機車行駛","通常如此(94~80%)","通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b782ff181b96307de03a73.jpg","63b782ff181b96307de03a73",5,-3,2
988,23.6995666666667,120.531883333333,"2023-01-06T01:41:00.000Z",,"63b7828b181b9684bce03a66",,,,"2023-01-06T02:10:44.250Z","2023-01-06T02:10:44.250Z","有設置人行道或騎樓","實體人行道(無實體分隔)","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）","有機車行駛","通常如此(94~80%)","通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b78324181b96047be03a7d.jpg","63b78324181b96047be03a7d",4,-6.5,1
989,23.6998222222222,120.532241666667,"2023-01-06T02:01:00.000Z",,"63b7828b181b9684bce03a66",,,,"2023-01-06T02:11:12.415Z","2023-01-06T02:11:12.415Z","有設置人行道或騎樓","實體人行道(無實體分隔)","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）","有機車行駛","通常如此(94~80%)","通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b78340181b9655cfe03a87.jpg","63b78340181b9655cfe03a87",4,-6.5,1
990,25.0278891223883,121.563763618469,"2023-01-05T10:34:00.000Z","外側人行道狹窄，此處亦有大量機車停放","63b60fa8181b96771ce0267a",,,,"2023-01-06T02:13:11.687Z","2023-01-06T02:13:11.687Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（臨時停車）","無車輛行駛","總是如此(100%~95%)","就醫、照護","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b783b7181b96b3e6e03ab2.jpg","63b783b7181b96b3e6e03ab2",8.8,4,4
991,25.0280470953529,121.563420295715,"2023-01-05T10:33:00.000Z","此處無騎樓，右邊是商家陳設商品區域，有時購物者會佇立妨礙交通","63b60fa8181b96771ce0267a",,,,"2023-01-06T02:16:37.822Z","2023-01-06T02:16:37.822Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅無法通行（窄於100公分）","公共設施阻礙（樹穴）","有機車行駛","常如此(79~50%)","就醫、照護|採購日用","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b78485181b96f8f1e03ac0.jpg","63b78485181b96f8f1e03ac0",4,-5.5,1
992,25.0279304384141,121.563693881035,"2023-01-05T10:33:00.000Z","前方人行道常有機車停放，此處通常行人需往右進入騎樓才方便前行","63b60fa8181b96771ce0267a",,,,"2023-01-06T02:19:31.577Z","2023-01-06T02:19:31.577Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","公共設施阻礙（機電設備）","有機車行駛","有時如此(49~30%)","採購日用","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b78533181b960ed4e03acb.jpg","63b78533181b960ed4e03acb",5,-3,2
993,24.8226507813871,121.026510746818,"2023-01-06T02:39:00.000Z",,"63b579bb181b9605fde01f55","6220a7e810be1548e5c8d09a",,"符合規定","2023-01-06T02:41:46.584Z","2023-01-06T02:59:46.250Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","有汽車行駛","總是如此(100%~95%)","通學|採購食物|採購日用|工作|休閒|親子活動","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b78a6a181b9669b5e03b15.jpg","63b78a6a181b9669b5e03b15",0,-10,0
994,24.8232543132972,121.026711327044,"2023-01-06T02:43:00.000Z",,"63b579bb181b9605fde01f55","6220a7e810be1548e5c8d09a",,"符合規定","2023-01-06T02:44:52.390Z","2023-01-06T02:59:36.105Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","有汽車行駛","總是如此(100%~95%)","親子活動|通學|採購食物|採購日用|工作|就醫、照護|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b78b24181b966972e03b32.jpg","63b78b24181b966972e03b32",0,-10,0
995,22.4727555555556,120.456527777778,"2022-12-28T09:13:00.000Z","屏東民眾對於騎樓定義是私人土地，一直都是如此，我不清楚騎樓以下規範是否適用於外縣市。

說把騎樓退還給行人行走，民眾應該反駁聲浪大，且加上東港地區逢颱風就淹水，許多住家商家一定會把地基墊高，每棟樓層高低不平，不可能讓輪椅族娃娃車族行走

資料來源：《臺中市政府地方稅務局》表示房屋之騎樓如供公眾通行使用，依規定可免徵房屋稅；但如果變更用途未作公眾通行使用者，應依實際使用情形課徵房屋稅。","63ac08584ee1acca51632813","63ad27004ee1ac2f84632863",,"符合規定|嚴重風險","2023-01-06T03:48:14.801Z","2023-02-22T00:17:21.927Z","沒有設置人行道或騎樓","沒有人行道或騎樓","輪椅無法通行（窄於100公分）","私人佔用（商家、住家）","有機車行駛","總是如此(100%~95%)","採購食物","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b799fe181b966945e03c1f.jpg","63b799fe181b966945e03c1f",2.4,-10,0
996,22.4726888888889,120.456572222222,"2022-12-28T09:13:00.000Z","很多民眾喜歡把騎樓兩側封起來，加上附近商家眾多、及設有傳統市場，通常汽機車都停路邊購物，行人被逼的無路可走","63ac08584ee1acca51632813","63ad27004ee1ac2f84632863",,"符合規定|嚴重風險","2023-01-06T03:52:55.596Z","2023-02-22T00:22:15.704Z","沒有設置人行道或騎樓","沒有人行道或騎樓","輪椅無法通行（窄於100公分）","私人佔用（商家、住家）","有機車行駛","總是如此(100%~95%)","採購食物","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b79b17181b96b5d4e03c2a.jpg","63b79b17181b96b5d4e03c2a",2.4,-10,0
997,23.4544278474391,120.45551776886,"2023-01-06T04:05:00.000Z",,"63ac61264ee1ac56f063282a",,,,"2023-01-06T04:06:58.701Z","2023-01-06T04:06:58.701Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","有汽車行駛","總是如此(100%~95%)","其他","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b79e62181b96a464e03c71.jpg","63b79e62181b96a464e03c71",0,-10,0
998,22.4871472222222,120.487388888889,"2023-01-06T04:01:00.000Z",,"63ac08584ee1acca51632813","63ad27004ee1ac2f84632863",,"符合規定|嚴重風險","2023-01-06T04:10:35.447Z","2023-02-22T15:21:07.120Z","沒有設置人行道或騎樓","沒有人行道或騎樓","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）","有汽車行駛","總是如此(100%~95%)","親子活動","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b79f3b181b962925e03c7d.jpg","63b79f3b181b962925e03c7d",0,-10,0
999,24.9595698651547,121.294582486153,"2023-01-06T04:12:00.000Z",,"63a8f42e4ee1acb112632782",,,,"2023-01-06T04:21:54.216Z","2023-01-06T04:21:54.216Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","有汽車行駛","總是如此(100%~95%)","通學|工作|採購食物|採購日用|其他","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b7a1e2181b964179e03c93.jpg","63b7a1e2181b964179e03c93",0,-10,0
1000,24.9596476797282,121.294351816177,"2023-01-06T04:13:00.000Z",,"63a8f42e4ee1acb112632782",,,,"2023-01-06T04:22:55.081Z","2023-01-06T04:22:55.081Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","有汽車行駛","總是如此(100%~95%)","親子活動|通學|採購日用|採購食物|休閒|其他|工作","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b7a21f181b96a97be03c9e.jpg","63b7a21f181b96a97be03c9e",0,-10,0
1001,22.9912169736111,120.178537328064,"2023-01-06T04:40:00.000Z",,"63b551dd181b96bb5de01cec",,,,"2023-01-06T04:41:37.692Z","2023-01-06T04:41:37.692Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（臨時停車）|私人佔用（商家、住家）","有汽車行駛","總是如此(100%~95%)","採購食物|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b7a681181b966b84e03d18.jpg","63b7a681181b966b84e03d18",2.6,-6,0
1002,24.1389317012239,120.684952251613,"2023-01-06T04:32:00.000Z",,"63adc55e4ee1ac016b632892",,,,"2023-01-06T04:42:18.156Z","2023-01-06T04:42:18.156Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","公共設施阻礙（有停車格）","有汽車行駛","總是如此(100%~95%)","親子活動|通學|採購日用|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b7a6aa181b96dfede03d2d.jpg","63b7a6aa181b96dfede03d2d",0,-10,0
1003,24.1391003859352,120.684812609106,"2023-01-06T04:33:00.000Z",,"63adc55e4ee1ac016b632892",,,,"2023-01-06T04:43:08.289Z","2023-01-06T04:43:08.289Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","無佔用或阻礙","無車輛行駛","偶爾如此(29~10%)","親子活動|通學|採購日用|休閒|採購食物","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b7a6dc181b96abede03d3e.jpg","63b7a6dc181b96abede03d3e",10,10,10
1004,24.1392678470417,120.684651173651,"2023-01-06T04:43:00.000Z",,"63adc55e4ee1ac016b632892",,,,"2023-01-06T04:44:28.884Z","2023-01-06T04:44:28.884Z","有設置人行道或騎樓","實體人行道(無實體分隔)","輪椅可以通行（寬於100公分）","無佔用或阻礙","無車輛行駛","偶爾如此(29~10%)","親子活動|通學|工作|休閒|採購日用|採購食物","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b7a72c181b9690eae03d5c.jpg","63b7a72c181b9690eae03d5c",9,6.5,5
1005,24.1391250667945,120.684650503099,"2023-01-06T04:44:00.000Z",,"63adc55e4ee1ac016b632892",,,,"2023-01-06T04:45:29.762Z","2023-01-06T04:45:29.762Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","公共設施阻礙（機電設備）","有自行車行駛","常如此(79~50%)","就醫、照護|親子活動|採購食物|採購日用|工作|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b7a769181b962428e03d67.jpg","63b7a769181b962428e03d67",7.4,1,4
1006,24.1392937516989,120.684655029327,"2023-01-06T04:45:00.000Z",,"63adc55e4ee1ac016b632892","6220a7e810be1548e5c8d09a",,"符合規定","2023-01-06T04:54:58.771Z","2023-01-06T07:20:10.703Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","無佔用或阻礙","有自行車行駛","有時如此(49~30%)","親子活動|採購日用|通學|工作|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b7a9a2181b963b1ae03da0.jpg","63b7a9a2181b963b1ae03da0",8.8,8,8
1007,24.1394379592093,120.684569701552,"2023-01-06T04:46:00.000Z",,"63adc55e4ee1ac016b632892",,,,"2023-01-06T04:56:03.968Z","2023-01-06T04:56:03.968Z","有設置人行道或騎樓","實體人行道(無實體分隔)","輪椅可以通行（寬於100公分）","私人佔用（臨時停車）","有機車行駛","常如此(79~50%)","親子活動|採購日用|休閒|採購食物|工作","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b7a9e3181b96ab14e03dab.jpg","63b7a9e3181b96ab14e03dab",4.2,-5.5,0.8
1008,24.13924561417,120.684846974909,"2023-01-06T04:46:00.000Z",,"63adc55e4ee1ac016b632892","63b1b6ca181b964797dff08a",,"符合規定","2023-01-06T04:57:01.689Z","2023-01-08T16:55:15.757Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","無佔用或阻礙","有自行車行駛","常如此(79~50%)","親子活動|工作|採購日用|採購食物|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b7aa1d181b96cb50e03db6.jpg","63b7aa1d181b96cb50e03db6",8.8,8,8
1009,24.1392297043706,120.684917215258,"2023-01-06T04:46:00.000Z",,"63adc55e4ee1ac016b632892","6220a7e810be1548e5c8d09a",,"符合規定","2023-01-06T04:57:51.241Z","2023-01-06T07:20:22.334Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）|私人佔用（臨時停車）","有機車行駛","總是如此(100%~95%)","親子活動|通學|工作|採購日用|採購食物|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b7aa4f181b96b878e03dc1.jpg","63b7aa4f181b96b878e03dc1",5,-2,1.6
1010,24.1387187539913,120.685089211911,"2023-01-06T04:47:00.000Z",,"63adc55e4ee1ac016b632892","6220a7e810be1548e5c8d09a",,"符合規定","2023-01-06T04:58:57.385Z","2023-01-06T06:54:55.029Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","有機車行駛","常如此(79~50%)","親子活動|通學|採購日用|採購食物|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b7aa91181b9613dce03dcc.jpg","63b7aa91181b9613dce03dcc",2.4,-10,0
1011,24.1222888888889,120.681763888889,"2023-01-05T23:43:00.000Z",,"63ab8f694ee1ac66886327d2","6220a7e810be1548e5c8d09a",,"資料有誤","2023-01-06T05:05:21.964Z","2023-01-06T05:59:18.406Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","公共設施阻礙（有停車格）|沒有人行道或騎樓","有汽車行駛","總是如此(100%~95%)","休閒|採購食物|親子活動|就醫、照護|採購日用|其他|工作|通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b7ac11181b960688e03df5.jpg","63b7ac11181b960688e03df5",0,-10,0
1012,24.1222888888889,120.682175,"2023-01-05T23:43:00.000Z",,"63ab8f694ee1ac66886327d2","6220a7e810be1548e5c8d09a",,"符合規定","2023-01-06T05:06:16.844Z","2023-01-06T05:58:44.003Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓|公共設施阻礙（有停車格）","有汽車行駛","總是如此(100%~95%)","親子活動|採購食物|休閒|其他|採購日用|就醫、照護|通學|工作","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b7ac48181b964f82e03e00.jpg","63b7ac48181b964f82e03e00",0,-10,0
1013,24.1176638888889,120.658547222222,"2023-01-05T09:25:00.000Z",,"63aafbf84ee1ac0e056327cd","6220a7e810be1548e5c8d09a",,"符合規定","2023-01-06T07:03:02.914Z","2023-01-06T07:15:17.783Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）|私人佔用（臨時停車）","有機車行駛","總是如此(100%~95%)","就醫、照護","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b7c7a6181b962e0fe03f02.jpg","63b7c7a6181b962e0fe03f02",5,-2,1.6
1014,22.6596472222222,120.276016666667,"2023-01-06T08:15:00.000Z",,"63a939a24ee1acb8de632796",,,,"2023-01-06T08:18:22.239Z","2023-01-06T08:18:22.239Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）|私人佔用（臨時停車）","有汽車行駛","總是如此(100%~95%)","就醫、照護|親子活動|採購日用|採購食物|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b7d94e181b961e35e03fde.jpg","63b7d94e181b961e35e03fde",2.6,-6,0
1015,22.6606555555556,120.276397222222,"2023-01-06T08:20:00.000Z",,"63a939a24ee1acb8de632796",,,,"2023-01-06T08:21:52.689Z","2023-01-06T08:21:52.689Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","公共設施阻礙（機電設備）","有汽車行駛","總是如此(100%~95%)","就醫、照護|採購食物|採購日用|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b7da20181b96b7dee03fea.jpg","63b7da20181b96b7dee03fea",2.6,-7,0
1016,22.6652222222222,120.282355555556,"2023-01-06T08:33:00.000Z",,"63a939a24ee1acb8de632796",,,,"2023-01-06T08:35:01.985Z","2023-01-06T08:35:01.985Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）|私人佔用（臨時停車）","有汽車行駛","總是如此(100%~95%)","通學|採購食物|採購日用|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b7dd35181b96068ae04012.jpg","63b7dd35181b96068ae04012",2.6,-6,0
1017,24.8110296834374,121.027761697769,"2023-01-06T09:08:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2023-01-06T09:09:10.925Z","2023-01-06T09:09:10.925Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","私人佔用（臨時停車）|公共設施阻礙（機電設備）|公共設施阻礙（樹穴）","有機車行駛","常如此(79~50%)","親子活動|採購食物|休閒|通學|採購日用","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b7e536181b96f15ce04062.jpg","63b7e536181b96f15ce04062",5,-2,1.6
1018,22.6688611111111,120.283280555556,"2023-01-06T09:17:00.000Z",,"63a939a24ee1acb8de632796",,,,"2023-01-06T09:18:59.077Z","2023-01-06T09:18:59.077Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）|公共設施阻礙（機電設備）","有汽車行駛","總是如此(100%~95%)","通學|親子活動|就醫、照護|採購食物|採購日用|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b7e783181b967226e04083.jpg","63b7e783181b967226e04083",2.6,-7,0
1019,23.9789847222222,120.685276388889,"2023-01-05T23:42:00.000Z","炸物攤於騎樓擺攤，僅有小通道可走","63a928484ee1ace2dc632790",,,,"2023-01-06T09:29:48.244Z","2023-01-06T09:29:48.244Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）","有汽車行駛","總是如此(100%~95%)","採購食物|通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b7ea0c181b961385e040ac.jpg","63b7ea0c181b961385e040ac",2.6,-7,0
1020,23.9790574914188,120.683618061357,"2023-01-05T23:40:00.000Z","騎樓未整平，亦常有車輛違停妨礙通行","63a928484ee1ace2dc632790",,,,"2023-01-06T09:34:59.154Z","2023-01-06T09:34:59.154Z","有設置人行道或騎樓","騎樓","輪椅無法通行（窄於100公分）","私人佔用（臨時停車）","有汽車行駛","常如此(79~50%)","通學|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63b7eb43181b9674c6e040b9.jpg","63b7eb43181b9674c6e040b9",1.8,-8.5,0
