"imgName","lat","lng","dataTime","remark","uploader","marker","checker","label","createdAt","updatedAt","sidewalk","protective","wheelchair","occupation","walkRisk","riskRate","purpose","imgUrl","_id"
1,24.8212887993158,121.024891734123,"2022-10-22T12:00:00.000Z","","6220a7e810be1548e5c8d09a","5e748a1d4894f400bb0cf7df","63b29f74181b962669dffd90","符合規定","2022-10-22T23:35:17.214Z","2023-01-02T09:12:05.829Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","","有機車行駛","總是如此(100%~95%)","休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63547e354f042e0713951435.jpg","63547e354f042e0713951435"
2,24.8213131436208,121.024679839611,"2022-10-22T10:34:00.000Z",,"6220a7e810be1548e5c8d09a","6382cf3ad8489c66ec0a5947",,"符合規定","2022-10-23T00:08:34.965Z","2022-11-27T03:13:12.919Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","","有機車行駛","常如此(79~50%)","親子活動|通學|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/635486024f042ef94f951437.jpg","635486024f042ef94f951437"
3,24.7412194444444,121.084952777778,"2022-10-23T01:54:00.000Z",,"6220a7e810be1548e5c8d09a","63aaba694ee1ac5fdf6327b9",,"一地多樣","2022-10-23T04:37:35.254Z","2022-12-27T09:41:20.853Z","有人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","","無車輛行駛","總是如此(100%~95%)","通學|親子活動","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/6354c50f4f042e1fce951438.jpg","6354c50f4f042e1fce951438"
4,24.7972277777778,120.996291666667,"2022-10-23T01:08:00.000Z",,"6220a7e810be1548e5c8d09a","63a8fd9b4ee1aca5f6632785",,"符合規定","2022-10-23T04:39:25.958Z","2022-12-27T00:47:02.024Z","有人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","","有機車行駛","總是如此(100%~95%)","通學|採購食物|採購日用|工作","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/6354c57d4f042e531995143a.jpg","6354c57d4f042e531995143a"
5,24.7982944444444,120.997427777778,"2022-10-23T01:08:00.000Z",,"6220a7e810be1548e5c8d09a","63ad27004ee1ac2f84632863",,"嚴重風險","2022-10-23T04:40:08.856Z","2022-12-29T05:42:20.788Z","沒有人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","","有汽車行駛","總是如此(100%~95%)","親子活動|通學|採購食物|採購日用|工作","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/6354c5a84f042e1f6c95143b.jpg","6354c5a84f042e1f6c95143b"
6,24.7970972222222,120.996375,"2022-10-23T00:52:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-10-23T04:40:49.724Z","2022-10-23T04:40:49.724Z","有人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","","有機車行駛","偶爾如此(29~10%)","通學|工作|休閒|親子活動","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/6354c5d14f042ea73495143c.jpg","6354c5d14f042ea73495143c"
7,24.7988444444444,120.993652777778,"2022-10-23T00:51:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-10-23T04:41:33.781Z","2022-10-23T04:41:33.781Z","有人行道或騎樓","實體人行道(有實體分隔)","輪椅無法通行（窄於100公分）","","有機車行駛","有時如此(49~30%)","就醫、照護|通學|採購食物|採購日用|工作","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/6354c5fd4f042e221695143d.jpg","6354c5fd4f042e221695143d"
8,24.8217318649185,121.025999486446,"2022-10-22T11:39:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-10-23T04:43:53.294Z","2022-10-23T04:43:53.294Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅無法通行（窄於100公分）","","無車輛行駛","總是如此(100%~95%)","親子活動|通學|採購食物|採購日用|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/6354c6894f042e154e95143e.jpg","6354c6894f042e154e95143e"
9,24.8212790615924,121.025959253311,"2022-10-22T11:36:00.000Z","","6220a7e810be1548e5c8d09a","63a8fd9b4ee1aca5f6632785",,"","2022-10-23T04:53:22.758Z","2022-12-27T00:47:47.282Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","","有汽車行駛","總是如此(100%~95%)","採購日用|採購食物|通學|親子活動|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/6354c8c24f042e178f95143f.jpg","6354c8c24f042e178f95143f"
10,24.7357777777778,121.088530555556,"2022-10-23T01:25:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-10-23T04:58:52.120Z","2022-10-23T04:58:52.120Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","","有汽車行駛","總是如此(100%~95%)","親子活動|通學|採購日用|工作","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/6354ca0c4f042e92f9951440.jpg","6354ca0c4f042e92f9951440"
11,24.8211622332652,121.02487641218,"2022-10-23T09:09:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-10-23T09:10:15.413Z","2022-10-23T09:10:15.413Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","","有機車行駛","常如此(79~50%)","親子活動|通學|採購食物|採購日用|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/635504f74f042e7d59951441.jpg","635504f74f042e7d59951441"
12,24.8213477897068,121.024865344783,"2022-10-23T09:11:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-10-23T09:12:09.814Z","2022-10-23T09:12:09.814Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","","有機車行駛","常如此(79~50%)","親子活動|通學|採購食物|採購日用|工作|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/635505694f042e3bc8951442.jpg","635505694f042e3bc8951442"
13,24.8212583333333,121.024963888889,"2022-10-23T10:40:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-10-24T08:18:28.936Z","2022-10-24T08:18:28.936Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","","有機車行駛","通常如此(94~80%)","親子活動|通學|採購食物|採購日用|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63564a544f042e8447951444.jpg","63564a544f042e8447951444"
14,24.8205244032711,121.026692300981,"2022-10-24T09:10:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-10-24T09:11:16.814Z","2022-10-24T09:11:16.814Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","","有機車行駛","通常如此(94~80%)","親子活動|採購食物|通學|採購日用|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/635656b44f042e0fca951445.jpg","635656b44f042e0fca951445"
15,24.8211058979226,121.025014710721,"2022-10-24T09:44:00.000Z",,"6220a7e810be1548e5c8d09a","63ecfe860babfa8034895794",,"嚴重風險","2022-10-24T09:45:19.582Z","2023-02-15T15:50:41.935Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","","有機車行駛","通常如此(94~80%)","親子活動|採購食物|休閒|採購日用|通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63565eaf4f042e7cc3951446.jpg","63565eaf4f042e7cc3951446"
16,24.8216972386848,121.025436665359,"2022-10-24T11:22:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-10-24T11:23:55.815Z","2022-10-24T11:23:55.815Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","","無車輛行駛","總是如此(100%~95%)","親子活動|通學|採購食物|採購日用|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/635675cb4f042e2a21951447.jpg","635675cb4f042e2a21951447"
17,24.8214967843482,121.024755497039,"2022-10-24T11:26:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-10-24T11:26:43.998Z","2022-10-24T11:26:43.998Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅無法通行（窄於100公分）","","有機車行駛","常如此(79~50%)","親子活動|通學|休閒|採購食物|採購日用","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/635676734f042e7bf5951448.jpg","635676734f042e7bf5951448"
18,24.8189708365506,121.025019462756,"2022-10-24T11:34:00.000Z","","6220a7e810be1548e5c8d09a","63ad27004ee1ac2f84632863",,"符合規定|嚴重風險","2022-10-24T11:34:41.108Z","2023-02-27T03:01:54.991Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","","無人行道或騎樓","總是如此(100%~95%)","親子活動|通學|採購日用|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/635678514f042e73b095144c.jpg","635678514f042e73b095144c"
19,24.7476236642914,121.083593730637,"2022-10-24T11:49:00.000Z",,"6220a7e810be1548e5c8d09a","63a8fd9b4ee1aca5f6632785",,"","2022-10-24T11:50:09.196Z","2022-12-27T00:50:20.947Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","","無車輛行駛","總是如此(100%~95%)","親子活動|通學|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63567bf14f042e03f895144d.jpg","63567bf14f042e03f895144d"
20,24.7478709602832,121.083388614131,"2022-10-24T11:51:00.000Z","","6220a7e810be1548e5c8d09a","63ad27004ee1ac2f84632863",,"符合規定|嚴重風險","2022-10-24T11:52:03.180Z","2023-02-27T03:06:37.291Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","","無人行道或騎樓","常如此(79~50%)","親子活動|通學|採購食物|採購日用|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63567c634f042e11a395144e.jpg","63567c634f042e11a395144e"
21,24.7808122147196,121.059379577637,"2022-10-24T12:57:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-10-24T12:59:55.160Z","2022-10-24T12:59:55.160Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","","有汽車行駛","總是如此(100%~95%)","親子活動|通學|採購食物|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63568c4b4f042e23da951450.jpg","63568c4b4f042e23da951450"
22,24.8359724150811,121.017837524414,"2022-10-24T13:06:00.000Z",,"6220a7e810be1548e5c8d09a","63a8fd9b4ee1aca5f6632785",,"符合規定","2022-10-24T13:07:30.410Z","2022-12-27T00:39:43.467Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","","無車輛行駛","總是如此(100%~95%)","親子活動|通學|採購食物|採購日用|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63568e124f042e3123951451.jpg","63568e124f042e3123951451"
23,24.7333649586862,121.088454723358,"2022-10-25T01:59:00.000Z","","6220a7e810be1548e5c8d09a",,,,"2022-10-25T02:00:12.368Z","2022-10-25T03:12:47.178Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）|私人佔用（臨時停車）","有汽車行駛","總是如此(100%~95%)","通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/6357432c4f042e15ff951453.jpg","6357432c4f042e15ff951453"
24,24.7338699119318,121.088541666926,"2022-10-25T02:01:00.000Z",,"6220a7e810be1548e5c8d09a","63ad27004ee1ac2f84632863",,"符合規定|嚴重風險","2022-10-25T02:02:00.855Z","2023-02-27T03:05:15.057Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","","有汽車行駛","總是如此(100%~95%)","親子活動|通學|採購食物","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/635743984f042e335e951454.jpg","635743984f042e335e951454"
25,24.7347840957551,121.088533121878,"2022-10-25T02:03:00.000Z",,"6220a7e810be1548e5c8d09a","63a8fd9b4ee1aca5f6632785",,"符合規定","2022-10-25T02:04:22.438Z","2022-12-27T00:50:13.885Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","","無車輛行駛","總是如此(100%~95%)","親子活動|通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/635744264f042eaeec951455.jpg","635744264f042eaeec951455"
26,24.7358958788157,121.088626483549,"2022-10-25T02:06:00.000Z",,"6220a7e810be1548e5c8d09a","63ad27004ee1ac2f84632863",,"符合規定|嚴重風險","2022-10-25T02:06:52.509Z","2023-02-27T03:13:04.986Z","沒有設置人行道或騎樓","沒有人行道或騎樓","沒有人行道或騎樓","","有汽車行駛","總是如此(100%~95%)","親子活動|通學|採購食物","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/635744bc4f042e90d5951456.jpg","635744bc4f042e90d5951456"
27,24.7364834946841,121.088621268827,"2022-10-25T02:07:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-10-25T02:08:25.300Z","2022-10-25T02:08:25.300Z","有設置人行道或騎樓","騎樓","輪椅無法通行（窄於100公分）","","無車輛行駛","總是如此(100%~95%)","親子活動|通學|採購食物","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/635745194f042e9b12951457.jpg","635745194f042e9b12951457"
28,24.7368154506896,121.088573039311,"2022-10-25T02:09:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-10-25T02:09:44.026Z","2022-10-25T02:09:44.026Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","","有機車行駛","通常如此(94~80%)","採購食物|親子活動|通學|採購日用","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/635745684f042ee5bd951458.jpg","635745684f042ee5bd951458"
29,24.7372495065849,121.088052629862,"2022-10-25T02:10:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-10-25T02:11:15.252Z","2022-10-25T02:11:15.252Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","","無車輛行駛","總是如此(100%~95%)","親子活動|通學|就醫、照護|採購食物|採購日用|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/635745c34f042ecbeb951459.jpg","635745c34f042ecbeb951459"
30,24.738002872365,121.087333404377,"2022-10-25T02:12:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-10-25T02:13:49.546Z","2022-10-25T02:13:49.546Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","","有汽車行駛","總是如此(100%~95%)","親子活動|通學|採購食物|採購日用|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/6357465d4f042edd6095145a.jpg","6357465d4f042edd6095145a"
31,24.7385174733213,121.086846116457,"2022-10-25T02:14:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-10-25T02:14:36.290Z","2022-10-25T02:14:36.290Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","","有汽車行駛","總是如此(100%~95%)","親子活動|就醫、照護|通學|採購食物|採購日用|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/6357468c4f042ed83995145b.jpg","6357468c4f042ed83995145b"
32,24.7391035476555,121.086527052819,"2022-10-25T02:15:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-10-25T02:16:23.331Z","2022-10-25T02:16:23.331Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","","無車輛行駛","總是如此(100%~95%)","親子活動|採購食物|採購日用|休閒|通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/635746f74f042e6b9595145c.jpg","635746f74f042e6b9595145c"
33,24.7397470549061,121.085883905465,"2022-10-25T02:18:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-10-25T02:18:38.083Z","2022-10-25T02:18:38.083Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","","無車輛行駛","總是如此(100%~95%)","親子活動|通學|採購食物|休閒|採購日用|工作","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/6357477e4f042e405895145d.jpg","6357477e4f042e405895145d"
34,24.7399482740746,121.085644942767,"2022-10-25T02:19:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-10-25T02:19:40.582Z","2022-10-25T02:19:40.582Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","","無車輛行駛","總是如此(100%~95%)","親子活動|通學|休閒|工作","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/635747bc4f042eaa3795145e.jpg","635747bc4f042eaa3795145e"
35,24.7403282237896,121.085558360051,"2022-10-25T02:20:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-10-25T02:20:53.314Z","2022-10-25T02:20:53.314Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）|私人佔用（臨時停車）","有機車行駛","總是如此(100%~95%)","採購食物|通學|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/635748054f042e45d495145f.jpg","635748054f042e45d495145f"
36,24.7405203722424,121.085441520189,"2022-10-25T02:21:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-10-25T02:22:05.412Z","2022-10-25T02:22:05.412Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）","有機車行駛","總是如此(100%~95%)","通學|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/6357484d4f042e380e951460.jpg","6357484d4f042e380e951460"
37,24.7408594307195,121.085319190735,"2022-10-25T02:22:00.000Z",,"6220a7e810be1548e5c8d09a","63a8fd9b4ee1aca5f6632785",,"","2022-10-25T02:23:08.157Z","2022-12-27T00:47:46.251Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（臨時停車）","有機車行駛","總是如此(100%~95%)","休閒|親子活動|通學|就醫、照護","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/6357488c4f042e02cb951461.jpg","6357488c4f042e02cb951461"
38,24.7413042974724,121.08515668867,"2022-10-25T02:24:00.000Z","私立學校在上下學時段作為家長車輛接送學生通行車道。
行人必須走馬路的車道","6220a7e810be1548e5c8d09a","63ab84af4ee1ac35386327d1",,"","2022-10-25T02:26:05.767Z","2022-12-29T14:25:40.974Z","有設置人行道或騎樓","實體人行道(有實體分隔)","輪椅可以通行（寬於100公分）","私人佔用（臨時停車）","有汽車行駛","有時如此(49~30%)","親子活動|通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/6357493d4f042ed2d8951462.jpg","6357493d4f042ed2d8951462"
39,24.7414674788563,121.085207604917,"2022-10-25T02:27:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-10-25T02:27:43.544Z","2022-10-25T02:27:43.544Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）","無車輛行駛","總是如此(100%~95%)","親子活動|採購日用|通學|休閒","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/6357499f4f042e392d951463.jpg","6357499f4f042e392d951463"
40,24.7412267417123,121.085562254351,"2022-10-25T02:28:00.000Z",,"6220a7e810be1548e5c8d09a","63a8fd9b4ee1aca5f6632785",,"符合規定|嚴重風險","2022-10-25T02:28:55.611Z","2022-12-27T00:48:43.562Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）","有汽車行駛","總是如此(100%~95%)","親子活動|休閒|其他|通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/635749e74f042eb2f2951464.jpg","635749e74f042eb2f2951464"
41,24.7408851963243,121.086064643874,"2022-10-25T02:29:00.000Z",,"6220a7e810be1548e5c8d09a","63a8fd9b4ee1aca5f6632785",,"","2022-10-25T02:30:27.382Z","2022-12-27T00:47:59.628Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）","無車輛行駛","總是如此(100%~95%)","親子活動|通學|採購日用","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63574a434f042e71d9951465.jpg","63574a434f042e71d9951465"
42,24.7405837104975,121.086193325635,"2022-10-25T02:31:00.000Z",,"6220a7e810be1548e5c8d09a","6220a7e810be1548e5c8d09a",,"符合規定","2022-10-25T02:31:44.950Z","2022-11-02T01:19:52.308Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（臨時停車）","無車輛行駛","總是如此(100%~95%)","採購食物|採購日用|通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63574a904f042e7fd1951466.jpg","63574a904f042e7fd1951466"
43,24.7400142912296,121.086565344543,"2022-10-25T02:32:00.000Z",,"6220a7e810be1548e5c8d09a","63b29f74181b962669dffd90",,"","2022-10-25T02:33:21.760Z","2023-01-03T10:35:05.905Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）","有汽車行駛","總是如此(100%~95%)","親子活動|採購食物|通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63574af14f042e2611951467.jpg","63574af14f042e2611951467"
44,24.7396543010912,121.08697308149,"2022-10-25T02:34:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-10-25T02:34:30.921Z","2022-10-25T02:34:30.921Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）","無車輛行駛","總是如此(100%~95%)","採購食物|通學|就醫、照護","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63574b364f042e7565951468.jpg","63574b364f042e7565951468"
45,24.7389673131332,121.087412354671,"2022-10-25T02:36:00.000Z",,"6220a7e810be1548e5c8d09a","63a8fd9b4ee1aca5f6632785",,"","2022-10-25T02:36:42.891Z","2022-12-27T00:50:23.472Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）","有機車行駛","總是如此(100%~95%)","其他|通學|就醫、照護","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63574bba4f042e0bb9951469.jpg","63574bba4f042e0bb9951469"
46,24.7387672555072,121.087612595773,"2022-10-25T02:37:00.000Z",,"6220a7e810be1548e5c8d09a","60e34449b652fe824b444847","63a8fd9b4ee1aca5f6632785","符合規定","2022-10-25T02:37:51.818Z","2022-12-27T00:48:11.608Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）","無車輛行駛","總是如此(100%~95%)","採購食物|親子活動|就醫、照護|採購日用","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63574bff4f042e41c295146a.jpg","63574bff4f042e41c295146a"
47,24.7383414763993,121.087960004627,"2022-10-25T02:39:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-10-25T02:39:29.771Z","2022-10-25T02:39:29.771Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）","有汽車行駛","總是如此(100%~95%)","通學|親子活動|休閒|其他|採購食物|採購日用","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63574c614f042e107195146b.jpg","63574c614f042e107195146b"
48,24.7382264711254,121.088070042406,"2022-10-25T02:40:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-10-25T02:40:59.675Z","2022-10-25T02:40:59.675Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）","無車輛行駛","總是如此(100%~95%)","","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63574cbb4f042ee59495146c.jpg","63574cbb4f042ee59495146c"
49,24.7374012695026,121.088660241315,"2022-10-25T02:42:00.000Z",,"6220a7e810be1548e5c8d09a","63a5adfd4ee1ac5ee3632750",,"不符規定","2022-10-25T02:42:54.073Z","2022-12-23T13:36:53.413Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）","有汽車行駛","總是如此(100%~95%)","親子活動|採購食物|採購日用|休閒|通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63574d2e4f042efbdf95146d.jpg","63574d2e4f042efbdf95146d"
50,24.7368906400687,121.0892102298,"2022-10-25T02:44:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-10-25T02:45:22.601Z","2022-10-25T02:45:22.601Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）","有自行車行駛","通常如此(94~80%)","休閒|其他|採購食物|採購日用","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63574dc24f042ea5ca95146e.jpg","63574dc24f042ea5ca95146e"
51,24.7363954994961,121.089339852333,"2022-10-25T02:46:00.000Z","","6220a7e810be1548e5c8d09a","63aaba694ee1ac5fdf6327b9",,"不符規定","2022-10-25T02:46:58.661Z","2022-12-27T09:40:51.033Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）|私人佔用（臨時停車）","有汽車行駛","總是如此(100%~95%)","親子活動|休閒|其他|採購食物|採購日用|通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63574e224f042e0c2795146f.jpg","63574e224f042e0c2795146f"
52,24.7358629630902,121.089206983663,"2022-10-25T02:47:00.000Z",,"6220a7e810be1548e5c8d09a",,,,"2022-10-25T02:48:16.009Z","2022-10-25T02:48:16.009Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）|私人佔用（臨時停車）","有機車行駛","總是如此(100%~95%)","親子活動|休閒|採購日用|通學","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63574e704f042e6ced951470.jpg","63574e704f042e6ced951470"
53,24.735653696651,121.089363826057,"2022-10-25T02:49:00.000Z",,"6220a7e810be1548e5c8d09a","63a8fd9b4ee1aca5f6632785","63aafbf84ee1ac0e056327cd","","2022-10-25T02:49:49.545Z","2023-01-02T11:21:49.146Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）|私人佔用（臨時停車）","有汽車行駛","總是如此(100%~95%)","親子活動|通學|採購食物|採購日用","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63574ecd4f042e843b951471.jpg","63574ecd4f042e843b951471"
54,24.7347097093812,121.089441776276,"2022-10-25T02:51:00.000Z","","6220a7e810be1548e5c8d09a",,,,"2022-10-25T02:51:32.924Z","2022-10-25T03:15:19.198Z","有設置人行道或騎樓","騎樓","輪椅可以通行（寬於100公分）","私人佔用（商家、住家）|私人佔用（臨時停車）","有汽車行駛","總是如此(100%~95%)","親子活動|通學|其他","https://commutag.agawork.tw/static/upload/dataset/63528cc34f042e88cc951433/image/63574f344f042efa3f951472.jpg","63574f344f042efa3f951472"
